UUID,ESCUELA,MODALIDAD,ANNIO_POSTULACION,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO_ORIGEN,DEPARTAMENTO_ORIGEN,PROVINCIA_ORIGEN,DISTRITO_ORIGEN,UBIGEO_IE,DEPARTAMENTO_IE,PROVINCIA_IE,DISTRITO_IE,EDAD,SEXO,PAGO,IDIOMA,LEE,ESCRIBE,HABLA,TIENE_DISCAPACIDAD,TIPO_COMUNIDAD,COMUNIDAD
0f1670,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2021,80106,CUSCO,CUSCO,SANTIAGO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,FEMENINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cf9607,INGENIERÍA CIVIL,ORDINARIO,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
68324d,INGENIERÍA CIVIL,ORDINARIO,2021,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,20,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
e48a5f,INGENIERÍA CIVIL,ORDINARIO,2021,80106,CUSCO,CUSCO,SANTIAGO,80105,CUSCO,CUSCO,SAN SEBASTIAN,80108,CUSCO,CUSCO,WANCHAQ,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
309bda,INGENIERÍA CIVIL,ORDINARIO,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,22,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
e60f31,INGENIERÍA CIVIL,ORDINARIO,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,27,MASCULINO,250.0,Quechua,NO,NO,SI,NO,NINGUNA,NINGUNA
72ccd7,INGENIERÍA CIVIL,ORDINARIO,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80101,CUSCO,CUSCO,CUSCO,20,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f3e946,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,23,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
780428,ECOTURISMO,ORDINARIO,2021,80101,CUSCO,CUSCO,CUSCO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
840328,ECOTURISMO,ORDINARIO,2021,80601,CUSCO,CANCHIS,SICUANI,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
112f51,INGENIERÍA CIVIL,ORDINARIO,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
9816c9,INGENIERÍA CIVIL,ORDINARIO,2021,80401,CUSCO,CALCA,CALCA,80401,CUSCO,CALCA,CALCA,80108,CUSCO,CUSCO,WANCHAQ,23,MASCULINO,250.0,Quechua,NO,NO,SI,NO,NINGUNA,NINGUNA
2b00c7,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2021,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,24,MASCULINO,250.0,Quechua,SI,SI,SI,NO,NINGUNA,NINGUNA
498dff,INGENIERÍA DE ALIMENTOS,ORDINARIO,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f4001c,INGENIERÍA AGRONÓMICA TROPICAL,ORDINARIO,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
c8396f,INGENIERÍA CIVIL,EXTRAORDINARIO-PRIMEROS Y SEGUNDOS PUESTOS,2021,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,Quechua,SI,SI,SI,NO,NINGUNA,NINGUNA
2873a1,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2021,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,20401,ÁNCASH,ASUNCIÓN,CHACAS,19,FEMENINO,50.0,Quechua,NO,SI,SI,NO,ANDINO,QUECHUA
a41a4b,ECOTURISMO,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
d288dd,INGENIERÍA AGRONÓMICA TROPICAL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
4d16a3,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80106,CUSCO,CUSCO,SANTIAGO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
bd56aa,INGENIERÍA DE ALIMENTOS,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
a35331,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
212a60,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ff5654,INGENIERÍA AGRONÓMICA TROPICAL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
6a85a6,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
8314b0,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
0a2ac3,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,250.0,Español,SI,SI,SI,SI,NINGUNA,NINGUNA
58d2ac,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80601,CUSCO,CANCHIS,SICUANI,80601,CUSCO,CANCHIS,SICUANI,80601,CUSCO,CANCHIS,SICUANI,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
548fa0,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80106,CUSCO,CUSCO,SANTIAGO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80601,CUSCO,CANCHIS,SICUANI,19,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
f44d80,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cc55bc,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
9c6c20,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
2e98a3,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,250.0,Español,NO,SI,SI,NO,NINGUNA,NINGUNA
766e4d,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80105,CUSCO,CUSCO,SAN SEBASTIAN,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
969e7e,INGENIERÍA AGRONÓMICA TROPICAL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,19,MASCULINO,200.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
fe2bfa,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80601,CUSCO,CANCHIS,SICUANI,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80601,CUSCO,CANCHIS,SICUANI,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
893674,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80101,CUSCO,CUSCO,CUSCO,81001,CUSCO,PARURO,PARURO,80108,CUSCO,CUSCO,WANCHAQ,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
df22a1,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80601,CUSCO,CANCHIS,SICUANI,80601,CUSCO,CANCHIS,SICUANI,80601,CUSCO,CANCHIS,SICUANI,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
c9e537,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80801,CUSCO,ESPINAR,ESPINAR,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cc4ecf,INGENIERÍA DE ALIMENTOS,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
32e0b7,ECOTURISMO,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
ae84fa,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,150117,LIMA,LIMA ,LOS OLIVOS,150117,CUSCO,LA CONVENCIÓN,SANTA ANA,150117,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
20d69d,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
0feedb,INGENIERÍA AGRONÓMICA TROPICAL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
2c33cf,INGENIERÍA AGRONÓMICA TROPICAL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,210101,PUNO,PUNO ,PUNO,210101,CUSCO,CANCHIS,COMBAPATA,210101,CUSCO,CANCHIS,SICUANI,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
e0171b,ECOTURISMO,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
5c1766,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2021,80604,CUSCO,CANCHIS,MARANGANI,80604,CUSCO,CANCHIS,MARANGANI,80601,CUSCO,CANCHIS,SICUANI,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
6b16c6,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80101,CUSCO,CUSCO,CUSCO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
6e4c23,INGENIERÍA DE ALIMENTOS,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80108,CUSCO,CUSCO,WANCHAQ,17,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
975ed9,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80108,CUSCO,CUSCO,WANCHAQ,80105,CUSCO,CUSCO,SAN SEBASTIAN,80108,CUSCO,CUSCO,WANCHAQ,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
114de4,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
26ddbe,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80106,CUSCO,CUSCO,SANTIAGO,80106,CUSCO,CUSCO,SANTIAGO,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
d19ccb,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,81301,CUSCO,URUBAMBA,URUBAMBA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
3dd4f4,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80106,CUSCO,CUSCO,SANTIAGO,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
709d2f,INGENIERÍA DE ALIMENTOS,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
d06824,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
15edf4,INGENIERÍA DE ALIMENTOS,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80108,CUSCO,CUSCO,WANCHAQ,80108,CUSCO,CUSCO,WANCHAQ,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
b9ba2a,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80106,CUSCO,CUSCO,SANTIAGO,80106,CUSCO,CUSCO,SANTIAGO,80101,CUSCO,CUSCO,CUSCO,17,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
9d7604,INGENIERÍA DE ALIMENTOS,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
d5b84a,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,160804,MADRE DE DIOS,TAMBOPATA ,TAMBOPATA,170303,MADRE DE DIOS,TAMBOPATA ,TAMBOPATA,170303,MADRE DE DIOS,TAMBOPATA ,TAMBOPATA,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
bcf42c,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80106,CUSCO,CUSCO,SANTIAGO,80305,CUSCO,ANTA,HUAROCONDO,80301,CUSCO,ANTA,ANTA,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
72f1ca,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
873c08,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,150812,LIMA,LIMA ,SAN JUAN DE MIRAFLORES,80911,CUSCO,LA CONVENCIÓN,SANTA ANA,40108,AREQUIPA,AREQUIPA,LA JOYA,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
25da02,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
fa017d,INGENIERÍA AGRONÓMICA TROPICAL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,150130,LIMA,LIMA ,SAN BORJA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
90c4de,INGENIERÍA DE ALIMENTOS,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80104,CUSCO,CUSCO,SAN JERONIMO,18,FEMENINO,200.0,Matsigenka,SI,SI,SI,NO,NINGUNA,NINGUNA
c86b52,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
b1ebdc,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,250.0,Español,SI,SI,SI,SI,NINGUNA,NINGUNA
ab6a72,INGENIERÍA CIVIL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cc9163,INGENIERÍA AGRONÓMICA TROPICAL,PRIMERA OPORTUNIDAD PARA ESTUDIANTES DEL QUINTO AÑO DE SECUNDARIA,2022,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,FEMENINO,250.0,Español,SI,SI,SI,NO,NINGUNA,NINGUNA
cd30d4,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2022,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,30,FEMENINO,50.0,Matsigenka,SI,SI,SI,NO,AMAZÓNICO,MATSHIGENKA
becd20,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2022,80301,CUSCO,ANTA,ANTA,80305,CUSCO,ANTA,HUAROCONDO,80301,CUSCO,ANTA,ANTA,18,MASCULINO,50.0,Quechua,SI,SI,SI,NO,ANDINO,QUECHUA
