UUID,ESCUELA,MODALIDAD,ANNIO_POSTULACION,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO_ORIGEN,DEPARTAMENTO_ORIGEN,PROVINCIA_ORIGEN,DISTRITO_ORIGEN,UBIGEO_IE,DEPARTAMENTO_IE,PROVINCIA_IE,DISTRITO_IE,EDAD,SEXO,PAGO,IDIOMA,LEE,ESCRIBE,HABLA,TIENE_DISCAPACIDAD,TIPO_COMUNIDAD,COMUNIDAD
b51da7,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,18,MASCULINO,50.0,,,,,,,
1b88a6,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,20,MASCULINO,50.0,,,,,,,
f0957e,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,22,MASCULINO,50.0,,,,,,,
c5b722,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,18,MASCULINO,50.0,,,,,,,
61c565,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,17,FEMENINO,50.0,,,,,,,
a75380,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,20,MASCULINO,50.0,,,,,,,
0e486f,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,19,FEMENINO,50.0,,,,,,,
8541ba,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,17,FEMENINO,50.0,,,,,,,
5ce88a,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,18,MASCULINO,50.0,,,,,,,
61f616,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,26,FEMENINO,50.0,,,,,,,
7fd6ef,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,21,FEMENINO,50.0,,,,,,,
24a156,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,170101,MADRE DE DIOS,TAMBOPATA ,TAMBOPATA,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,18,MASCULINO,50.0,,,,,,,
1aff49,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,170101,MADRE DE DIOS,TAMBOPATA ,TAMBOPATA,18,MASCULINO,50.0,,,,,,,
66c783,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,17,MASCULINO,50.0,,,,,,,
74df51,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,19,MASCULINO,50.0,,,,,,,
73c820,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,18,FEMENINO,50.0,,,,,,,
4ce86f,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,20,FEMENINO,50.0,,,,,,,
690067,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80911,CUSCO,LA CONVENCIÓN,INKAWASI,80911,CUSCO,LA CONVENCIÓN,INKAWASI,80911,CUSCO,LA CONVENCIÓN,INKAWASI,19,MASCULINO,50.0,,,,,,,
0240d6,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,35,MASCULINO,50.0,,,,,,,
5a88bb,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,26,MASCULINO,50.0,,,,,,,
636a9a,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,18,MASCULINO,50.0,,,,,,,
116168,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,22,MASCULINO,50.0,,,,,,,
29fa0b,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,18,MASCULINO,50.0,,,,,,,
fb7ef2,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,25,MASCULINO,50.0,,,,,,,
1a6b01,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,250202,UCAYALI,ATALAYA ,SEPAHUA,28,FEMENINO,50.0,,,,,,,
4801c1,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,19,MASCULINO,50.0,,,,,,,
30d0a0,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,25,MASCULINO,50.0,,,,,,,
07a4e9,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,17,MASCULINO,50.0,,,,,,,
2db239,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80601,CUSCO,CANCHIS,SICUANI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80601,CUSCO,CANCHIS,SICUANI,47,MASCULINO,50.0,,,,,,,
6b1c50,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,19,FEMENINO,50.0,,,,,,,
cb0887,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,21,FEMENINO,50.0,,,,,,,
e04d01,INGENIERÍA CIVIL,EXTRAORDINARIO-PERSONAS CON DISCAPACIDAD,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,26,MASCULINO,200.0,,,,,,,
62adfa,INGENIERÍA CIVIL,EXTRAORDINARIO-PRIMEROS Y SEGUNDOS PUESTOS,2019,70102,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,70102,CUSCO,LA CONVENCIÓN,SANTA ANA,70102,CUSCO,LA CONVENCIÓN,SANTA ANA,17,MASCULINO,200.0,,,,,,,
de2c2c,INGENIERÍA CIVIL,EXTRAORDINARIO-PRIMEROS Y SEGUNDOS PUESTOS,2019,60201,CAJAMARCA,CAJABAMBA,CAJABAMBA,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,60401,CAJAMARCA,CHOTA,CHOTA,17,MASCULINO,200.0,,,,,,,
519beb,INGENIERÍA CIVIL,EXTRAORDINARIO-PRIMEROS Y SEGUNDOS PUESTOS,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,MASCULINO,200.0,,,,,,,
41033d,INGENIERÍA CIVIL,EXTRAORDINARIO-PRIMEROS Y SEGUNDOS PUESTOS,2019,50401,AYACUCHO,HUANTA,HUANTA,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,17,FEMENINO,200.0,,,,,,,
997c45,INGENIERÍA CIVIL,EXTRAORDINARIO-PRIMEROS Y SEGUNDOS PUESTOS,2019,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,17,FEMENINO,200.0,,,,,,,
2c7299,INGENIERÍA CIVIL,EXTRAORDINARIO-PRIMEROS Y SEGUNDOS PUESTOS,2019,80501,CUSCO,CANAS,YANAOCA,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,18,FEMENINO,200.0,,,,,,,
8f17ad,INGENIERÍA CIVIL,EXTRAORDINARIO-VICTIMAS DE TERRORISMO,2019,51102,AYACUCHO,VILCAS HUAMÁN,ACCOMARCA,80910,CUSCO,LA CONVENCIÓN,PICHARI,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,29,MASCULINO,0.0,,,,,,,
110115,INGENIERÍA CIVIL,EXTRAORDINARIO-VICTIMAS DE TERRORISMO,2019,170101,MADRE DE DIOS,TAMBOPATA ,TAMBOPATA,50101,AYACUCHO,HUAMANGA,AYACUCHO,50101,AYACUCHO,HUAMANGA,AYACUCHO,23,MASCULINO,0.0,,,,,,,
71ec4b,INGENIERÍA CIVIL,EXTRAORDINARIO-VICTIMAS DE TERRORISMO,2019,80101,CUSCO,CUSCO,CUSCO,80108,CUSCO,CUSCO,WANCHAQ,80101,CUSCO,CUSCO,CUSCO,23,MASCULINO,0.0,,,,,,,
bc2681,INGENIERÍA CIVIL,EXTRAORDINARIO-VICTIMAS DE TERRORISMO,2019,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,JUNÍN,SATIPO ,RIO TAMBO,80907,JUNÍN,SATIPO ,RIO TAMBO,19,MASCULINO,0.0,,,,,,,
f4b0ec,INGENIERÍA CIVIL,EXTRAORDINARIO-VICTIMAS DE TERRORISMO,2019,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,18,FEMENINO,0.0,,,,,,,
5fd0eb,INGENIERÍA CIVIL,EXTRAORDINARIO-VICTIMAS DE TERRORISMO,2019,50503,AYACUCHO,LA MAR,AYNA,80913,CUSCO,LA CONVENCIÓN,VILLA KINTIARINA,80913,CUSCO,LA CONVENCIÓN,VILLA KINTIARINA,19,FEMENINO,0.0,,,,,,,
b7b5fa,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,21,MASCULINO,50.0,,,,,,,
8c1443,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,21,FEMENINO,50.0,,,,,,,
bcfec0,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80108,CUSCO,CUSCO,WANCHAQ,24,FEMENINO,50.0,,,,,,,
f755de,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80106,CUSCO,CUSCO,SANTIAGO,20,MASCULINO,50.0,,,,,,,
d70e74,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,50101,AYACUCHO,HUAMANGA,AYACUCHO,80907,CUSCO,LA CONVENCIÓN,KIMBIRI,80907,CUSCO,LA CONVENCIÓN,VILLA KINTIARINA,17,FEMENINO,50.0,,,,,,,
7ae9da,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,18,FEMENINO,50.0,,,,,,,
299b05,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,17,MASCULINO,50.0,,,,,,,
8af1ee,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,24,FEMENINO,50.0,,,,,,,
b9af39,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,20,FEMENINO,50.0,,,,,,,
0b01aa,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,250202,UCAYALI,ATALAYA ,SEPAHUA,26,FEMENINO,50.0,,,,,,,
9cb5a7,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,FEMENINO,50.0,,,,,,,
b5b29a,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-VICTIMAS DE TERRORISMO,2019,50507,AYACUCHO,LA MAR,SANTA ROSA,50101,AYACUCHO,HUAMANGA,AYACUCHO,150135,LIMA,LIMA ,SAN MARTIN DE PORRES,20,FEMENINO,0.0,,,,,,,
954c19,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-VICTIMAS DE TERRORISMO,2019,50501,AYACUCHO,LA MAR,SAN MIGUEL,50501,AYACUCHO,LA MAR,SAN MIGUEL,50501,AYACUCHO,LA MAR,SAN MIGUEL,21,FEMENINO,0.0,,,,,,,
6958c0,ECOTURISMO,ORDINARIO,2019,80106,CUSCO,CUSCO,SANTIAGO,80601,CUSCO,CANCHIS,SICUANI,81104,CUSCO,PAUCARTAMBO,COLQUEPATA,20,MASCULINO,200.0,,,,,,,
97c150,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80103,CUSCO,CUSCO,POROY,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,17,FEMENINO,200.0,,,,,,,
ac6ca8,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,31,MASCULINO,200.0,,,,,,,
a4cb37,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,28,FEMENINO,200.0,,,,,,,
b93aa8,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,23,FEMENINO,200.0,,,,,,,
cc9e9b,ECOTURISMO,ORDINARIO,2019,210308,PUNO,CARABAYA ,OLLACHEA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,150122,LIMA,LIMA ,MIRAFLORES,41,MASCULINO,200.0,,,,,,,
4cc26c,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,80908,CUSCO,LA CONVENCIÓN,SANTA TERESA,20,FEMENINO,200.0,,,,,,,
4ec9a7,ECOTURISMO,ORDINARIO,2019,150101,LIMA,LIMA ,LIMA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,24,FEMENINO,200.0,,,,,,,
903c2c,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,MASCULINO,200.0,,,,,,,
e93148,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,22,FEMENINO,200.0,,,,,,,
d39872,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,17,MASCULINO,200.0,,,,,,,
4ede36,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,,,,,,,
4fad54,ECOTURISMO,ORDINARIO,2019,150101,LIMA,LIMA ,LIMA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,23,MASCULINO,200.0,,,,,,,
346a66,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80403,CUSCO,CALCA,LAMAY,18,FEMENINO,200.0,,,,,,,
827500,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80906,CUSCO,LA CONVENCIÓN,QUELLOUNO,40,MASCULINO,200.0,,,,,,,
b12bbc,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,18,MASCULINO,200.0,,,,,,,
ae4daf,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,18,FEMENINO,200.0,,,,,,,
51095e,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,29,MASCULINO,200.0,,,,,,,
b9f058,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,21,MASCULINO,200.0,,,,,,,
1ad908,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,200.0,,,,,,,
b576b3,ECOTURISMO,ORDINARIO,2019,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,80904,CUSCO,LA CONVENCIÓN,MARANURA,17,MASCULINO,200.0,,,,,,,
acbc21,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,50401,AYACUCHO,HUANTA,HUANTA,50401,AYACUCHO,HUANTA,HUANTA,34,MASCULINO,200.0,,,,,,,
55ce55,ECOTURISMO,ORDINARIO,2019,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,81301,CUSCO,URUBAMBA,URUBAMBA,25,FEMENINO,200.0,,,,,,,
d726f4,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80105,CUSCO,CUSCO,SAN SEBASTIAN,18,MASCULINO,200.0,,,,,,,
25369b,ECOTURISMO,ORDINARIO,2019,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,23,FEMENINO,200.0,,,,,,,
785cc9,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,17,FEMENINO,200.0,,,,,,,
69603c,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80207,CUSCO,ACOMAYO,SANGARARA,80207,CUSCO,ACOMAYO,SANGARARA,21,MASCULINO,200.0,,,,,,,
09e371,ECOTURISMO,ORDINARIO,2019,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,80101,CUSCO,CUSCO,CUSCO,37,MASCULINO,200.0,,,,,,,
44cc67,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,16,MASCULINO,200.0,,,,,,,
e1a423,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,23,FEMENINO,200.0,,,,,,,
3ac502,ECOTURISMO,ORDINARIO,2019,80105,CUSCO,CUSCO,SAN SEBASTIAN,80105,CUSCO,CUSCO,SAN SEBASTIAN,80105,CUSCO,CUSCO,SAN SEBASTIAN,20,MASCULINO,200.0,,,,,,,
92eba0,ECOTURISMO,ORDINARIO,2019,81104,CUSCO,PAUCARTAMBO,COLQUEPATA,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,16,MASCULINO,200.0,,,,,,,
8770aa,ECOTURISMO,ORDINARIO,2019,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,80101,CUSCO,CUSCO,CUSCO,19,FEMENINO,200.0,,,,,,,
